Product Link,Product Name,Visual Value
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3612230352933";"3612230352933"),Poppy Graphic Crewneck Sweatshirt,LongSleeves
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3612230352940";"3612230352940"),Poppy Graphic Crewneck Sweatshirt,LongSleeves
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3612230352940";"3612230352940"),Poppy Graphic Crewneck Sweatshirt,Roundneck
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3612230353183";"3612230353183"),Crest Logo Classic Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3612230353190";"3612230353190"),Crest Logo Classic Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092527877";"3615092527877"),Logo Boxy Lace-Up Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092560768";"3615092560768"),Drawstring Logo Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092595944";"3615092595944"),Université Sweatshirt,Crewneck
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092602383";"3615092602383"),Cotton Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092644789";"3615092644789"),Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092731410";"3615092731410"),Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092731441";"3615092731441"),Saint Laurent Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092770266";"3615092770266"),Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615092834661";"3615092834661"),Fleece Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615884225622";"3615884225622"),Flocked Logo Cropped Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615884225639";"3615884225639"),Flocked Logo Cropped Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3615884225646";"3615884225646"),Flocked Logo Cropped Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3617010100384";"3617010100384"),Cotton Logo Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3617010100858";"3617010100858"),Oswald Hoodie In Felpa,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3617010100988";"3617010100988"),Oversized Hoodie In Pearl Embroidered Jersey,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3617010100988";"3617010100988"),Oversized Hoodie In Pearl Embroidered Jersey,ThreeQuarterSleeves
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3617010102036";"3617010102036"),Cropped Hoodie With Embroidered Patches,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3617010102036";"3617010102036"),Cropped Hoodie With Embroidered Patches,RegularLength
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3661601847875";"3661601847875"),Totola Cotton Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3664205611309";"3664205611309"),Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3664205759865";"3664205759865"),Hoodie Sweater Logo,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743097884";"3665743097884"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743097884";"3665743097884"),Political Campaign Hoodie Large Fit,ThreeQuarterSleeves
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743197850";"3665743197850"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743471028";"3665743471028"),Political Campaign Medium Fit Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743565758";"3665743565758"),Political Campaign Medium Fit Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743643975";"3665743643975"),Logo Hoodie Medium Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743656418";"3665743656418"),Cities Paris Hoodie Wide Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743657613";"3665743657613"),Cities Paris Hoodie Wide Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743662884";"3665743662884"),Maison Hoodie Wide Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743743927";"3665743743927"),Cities Paris Hoodie Wide Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743744795";"3665743744795"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743771012";"3665743771012"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743888802";"3665743888802"),Fashion Institute Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743912538";"3665743912538"),BB Paris Icon Hoodie Medium Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743912613";"3665743912613"),BB Paris Icon Hoodie Medium Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743929680";"3665743929680"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743929697";"3665743929697"),Turn Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743960263";"3665743960263"),Hand Drawn 3B Bal Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743968344";"3665743968344"),3B Sports Icon Sweatshirt,ThreeQuarterSleeves
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743971153";"3665743971153"),Hand Drawn 3B Bal Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743988328";"3665743988328"),Gaffer Hoodie Medium Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743992240";"3665743992240"),Oversized Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3665743992240";"3665743992240"),Oversized Hoodie,ThreeQuarterSleeves
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666513594589";"3666513594589"),Oversized Hoodie In Pearl Embroidered Jersey,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666513595128";"3666513595128"),Slim Fit Hoodie In Embroidered Jersey,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620008467";"3666620008467"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620008481";"3666620008481"),Fashion Institute Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620013324";"3666620013324"),Balenciaga / Adidas Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620034770";"3666620034770"),Care Label Hoodie Medium Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620038815";"3666620038815"),Hand Drawn BB Icon Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620042201";"3666620042201"),Hand Drawn BB Icon Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620042232";"3666620042232"),Hand Drawn BB Icon Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620101274";"3666620101274"),Political Campaign Hoodie Large Fit,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620132025";"3666620132025"),Back Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620141843";"3666620141843"),Tape Type Ripped Pocket Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620142635";"3666620142635"),Tape Type Ripped Pocket Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620177101";"3666620177101"),BB Paris Strass Zip-up Hoodie Fitted,RegularLength
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620177576";"3666620177576"),BB Paris Strass Zip-up Hoodie Fitted,RegularLength
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620178054";"3666620178054"),BB Paris Strass Zip-up Hoodie Fitted,RegularLength
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620179211";"3666620179211"),BB Paris Strass Zip-up Hoodie Fitted,RegularLength
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620212468";"3666620212468"),Back Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620234972";"3666620234972"),Back Flip Round Oversized Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3666620242410";"3666620242410"),Political Campaign Oversized Hoodie Oversized,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3700943210647";"3700943210647"),Embroidered Logo Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/3700943210883";"3700943210883"),Embroidered Logo Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/4570156101754";"4570156101754"),Sponge Sweat Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/5045704588480";"5045704588480"),Check Fleece Oversized Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/5056204087496";"5056204087496"),Oversized Half-Zip Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8050848411829";"8050848411829"),Logo Cotton Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8051782367425";"8051782367425"),Cashmere-Blend Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8053460279686";"8053460279686"),Numbered Quarter-Zip Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8053460425380";"8053460425380"),Mixed-Media Cotton-Blend Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8053875035808";"8053875035808"),Mainline Knit Wool & Cashmere Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8053875136314";"8053875136314"),Peanuts© x Moncler Snoopy© Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8053875240523";"8053875240523"),Day-Namic Snap-Front Knit Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8055167078265";"8055167078265"),Mirage Boxy-Fit Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8055167146582";"8055167146582"),Cropped Quarter-Zip Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8055167146728";"8055167146728"),Cropped Ruched Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8056133865643";"8056133865643"),Embroidered Jersey Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8056133865643";"8056133865643"),Embroidered Jersey Hoodie,RegularLength
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8056265326265";"8056265326265"),Logo Cropped Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8056993744164";"8056993744164"),Oversized Cotton Logo Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8057151640861";"8057151640861"),Stretch Cotton Logo Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8057272720398";"8057272720398"),Oversized Cotton Fleece Hoodie,Sweatshirt
=HYPERLINK("https://pim-maestro-v2-dev.app-play.salesfloor.net/product-inventory-management/Saks-SweatshirtsHoodies-5-rasa/8445555180913";"8445555180913"),Cotton Logo Hoodie,Sweatshirt
